RideId,Date,Time,Wait,Name,OpeningDate,Tier,Location,IntellectualProp,Status,Temperature,CloudCover,SimpleStatus,RainAccumulation,ParkId,ParkOpen,ParkClose,EMHOpen,EMHClose,ParkName
29,2018-05-07,18:30,30,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,18:30,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,18:30,25,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,18:30,30,Soarin,2005-05-05,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,18:30,10,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,18:30,75,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,18:30,10,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,18:30,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,18:45,70,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,18:45,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
16,2018-05-07,18:45,5,"Journey Into Imagination With Figment",2002-06-01,major_attraction,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
20,2018-05-07,18:45,20,"Living with the Land",1982-10-01,major_attraction,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,18:45,30,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,18:45,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,18:45,20,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,18:45,25,Soarin,2005-05-05,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,18:45,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,18:45,90,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,18:45,10,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,18:45,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,19:00,65,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,19:00,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
16,2018-05-07,19:00,5,"Journey Into Imagination With Figment",2002-06-01,major_attraction,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
20,2018-05-07,19:00,10,"Living with the Land",1982-10-01,major_attraction,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,19:00,30,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,19:00,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,19:00,20,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,19:00,25,Soarin,2005-05-05,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,19:00,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,19:00,90,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,19:00,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,19:00,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,19:15,65,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,19:15,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,19:15,35,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,19:15,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,19:15,20,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,19:15,25,Soarin,2005-05-05,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,19:15,10,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,19:15,90,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,19:15,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,19:15,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"clear sky",86.5,1,Clear,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,19:30,60,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,19:30,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,19:30,25,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,19:30,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,19:30,20,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,19:30,30,Soarin,2005-05-05,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,19:30,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,19:30,90,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,19:30,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,19:30,5,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,19:45,55,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,19:45,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,19:45,15,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,19:45,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,19:45,20,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,19:45,25,Soarin,2005-05-05,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,19:45,10,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,19:45,95,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,19:45,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,19:45,5,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,20:00,55,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,20:00,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,20:00,25,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
37,2018-05-07,20:00,10,"Mission: SPACE",2003-10-01,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,20:00,30,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,20:00,30,Soarin,2005-05-05,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,20:00,10,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,20:00,95,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,20:00,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,20:00,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"broken clouds",82.69,75,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,20:15,55,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,20:15,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,20:15,35,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,20:15,30,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,20:15,30,Soarin,2005-05-05,super_headliner,"Future World",None,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,20:15,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,20:15,25,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,20:15,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,20:15,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"few clouds",79.88,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,20:30,35,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,20:30,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,20:30,30,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,20:30,35,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,20:30,20,Soarin,2005-05-05,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,20:30,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,20:30,80,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,20:30,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,20:30,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,20:45,25,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,20:45,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,20:45,30,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,20:45,40,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,20:45,15,Soarin,2005-05-05,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,20:45,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,20:45,80,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,20:45,10,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
63,2018-05-07,20:45,10,"Turtle Talk With Crush",2004-11-16,minor_attraction,"Future World",Pixar,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
11,2018-05-07,21:00,30,"Frozen Ever After",2016-06-21,major_attraction,,AnimatedClassic,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
12,2018-05-07,21:00,10,"Gran Fiesta Tour Starring The Three Caballeros",2007-04-02,minor_attraction,"World Showcase",Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
29,2018-05-07,21:00,50,"Meet Disney Pals at the Epcot Character Spot",2007-05-20,diversion,Epcot,Fab5,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
46,2018-05-07,21:00,25,"Royal Sommerhus",2016-06-21,minor_attraction,,None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
48,2018-05-07,21:00,10,Soarin,2005-05-05,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
50,2018-05-07,21:00,5,"Spaceship Earth",1982-10-01,headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
54,2018-05-07,21:00,75,"Test Track Presented by Chevrolet",1999-03-16,super_headliner,"Future World",None,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
58,2018-05-07,21:00,5,"The Seas with Nemo & Friends",2006-11-27,major_attraction,"Future World",Pixar,"few clouds",79.9,20,Clouds,0,2,"9:00 AM","9:00 PM",None,None,EpCot
5,2018-05-07,12:30,25,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,12:30,10,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,12:30,15,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,12:30,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,12:30,45,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,12:30,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,12:30,65,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,12:30,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,12:30,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,12:30,60,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",83.25,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,13:00,15,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,13:00,25,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,13:00,15,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,13:00,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,13:00,25,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,13:00,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,13:00,65,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,13:00,30,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,13:00,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,13:00,45,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",84.87,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,13:30,25,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,13:30,25,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,13:30,25,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,13:30,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,13:30,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,13:30,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,13:30,60,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,13:30,30,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,13:30,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,13:30,45,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",85.73,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,13:45,25,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,13:45,10,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,13:45,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,13:45,25,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,13:45,40,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,13:45,65,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
